flybase_transcript_id	pfam	pfam_start	pfam_end
FBtr0335218	PF03372	113	381
FBtr0335219	PF03372	153	421
FBtr0335220	PF03372	91	359
FBtr0335221	PF01127	50	168
FBtr0335222	NA	NA	NA
FBtr0335223	PF00135	42	601
FBtr0335232	PF17054	2	59
FBtr0335232	PF17054	59	105
FBtr0335433	NA	NA	NA
FBtr0335434	PF00651	29	135
FBtr0335434	PF01344	290	325
FBtr0335434	PF01344	328	368
FBtr0335434	PF01344	376	420
FBtr0335434	PF01344	423	466
FBtr0335434	PF01344	469	514
FBtr0335434	PF01344	517	560
FBtr0335434	PF07707	144	244
FBtr0335435	NA	NA	NA
FBtr0335438	PF00100	60	159
FBtr0335447	PF04762	1	883
FBtr0335448	PF04762	1	887
FBtr0335449	PF00017	684	758
FBtr0335449	PF07714	800	1043
FBtr0335458	NA	NA	NA
FBtr0335459	PF01165	10	62
FBtr0335460	NA	NA	NA
FBtr0335461	NA	NA	NA
FBtr0336710	PF00027	117	198
FBtr0336783	PF00297	1	375
FBtr0336784	PF00226	15	79
FBtr0336813	PF01981	23	139
FBtr0336814	NA	NA	NA
FBtr0336956	PF00497	408	712
FBtr0336994	PF08194	1	23
FBtr0337087	NA	NA	NA
FBtr0337088	NA	NA	NA
FBtr0337093	NA	NA	NA
FBtr0337094	PF00250	97	179
FBtr0337095	PF02466	72	191
FBtr0337096	PF07815	105	180
FBtr0337096	PF14604	421	469
FBtr0337097	PF07815	105	180
FBtr0337097	PF14604	422	470
FBtr0339140	PF00027	117	189
FBtr0339374	PF02580	2	44
FBtr0339375	PF06079	123	419
FBtr0339376	NA	NA	NA
FBtr0339377	PF02205	109	134
FBtr0339378	PF00406	10	189
FBtr0339378	PF05191	126	161
FBtr0339379	PF00406	10	189
FBtr0339379	PF05191	126	161
FBtr0339400	NA	NA	NA
FBtr0339639	PF01145	82	252
FBtr0339640	PF01145	59	224
FBtr0339641	PF07686	415	504
FBtr0339641	PF13927	517	602
FBtr0339642	PF07686	259	348
FBtr0339642	PF13927	361	446
FBtr0339643	PF13246	483	576
FBtr0339643	PF16209	17	82
FBtr0339643	PF16212	915	1161
FBtr0339644	PF13246	628	721
FBtr0339644	PF16209	17	82
FBtr0339644	PF16212	1060	1306
FBtr0339645	PF13246	713	806
FBtr0339645	PF16209	17	82
FBtr0339645	PF16212	1131	1377
FBtr0339646	PF13246	628	721
FBtr0339646	PF16209	17	82
FBtr0339646	PF16212	1046	1292
FBtr0339647	PF07686	201	279
FBtr0340187	PF12937	180	228
FBtr0343913	NA	NA	NA
FBtr0344026	NA	NA	NA
FBtr0344095	PF00883	321	624
FBtr0344095	PF18295	141	261
FBtr0344138	PF01327	51	118
FBtr0344263	PF00043	120	188
FBtr0344263	PF13417	5	78
FBtr0344264	PF00043	114	186
FBtr0344264	PF13417	3	78
FBtr0344288	NA	NA	NA
FBtr0344385	PF00431	195	303
FBtr0344385	PF00431	401	497
FBtr0344385	PF00431	523	629
FBtr0344386	PF03015	362	454
FBtr0344386	PF07993	16	286
FBtr0344387	NA	NA	NA
FBtr0344388	PF02466	13	121
FBtr0344411	NA	NA	NA
FBtr0344440	NA	NA	NA
FBtr0344441	NA	NA	NA
FBtr0344442	NA	NA	NA
FBtr0344443	NA	NA	NA
FBtr0344444	NA	NA	NA
FBtr0344445	NA	NA	NA
FBtr0344448	NA	NA	NA
FBtr0344451	NA	NA	NA
FBtr0344600	PF00562	709	1082
FBtr0344600	PF04560	1084	1174
FBtr0344600	PF04561	202	395
FBtr0344600	PF04563	39	442
FBtr0344600	PF04565	469	533
FBtr0344600	PF04566	568	630
FBtr0344600	PF04567	654	702
FBtr0344643	NA	NA	NA
FBtr0344729	PF13855	218	275
FBtr0344729	PF13855	311	370
FBtr0344729	PF13855	379	415
FBtr0344730	PF13855	218	275
FBtr0344730	PF13855	311	370
FBtr0344730	PF13855	379	415
FBtr0344765	PF00004	129	246
FBtr0344766	PF00004	261	401
FBtr0344766	PF00004	544	670
FBtr0344766	PF02359	8	90
FBtr0344766	PF02933	117	165
FBtr0344766	PF17862	428	464
FBtr0344767	PF00004	261	401
FBtr0344767	PF00004	544	670
FBtr0344767	PF02359	8	90
FBtr0344767	PF02933	117	165
FBtr0344767	PF17862	428	464
FBtr0344783	PF04802	170	361
FBtr0344831	NA	NA	NA
FBtr0344982	PF00557	198	463
FBtr0344982	PF05195	19	140
FBtr0345158	PF00096	142	164
FBtr0345158	PF00096	170	194
FBtr0345158	PF00096	200	222
FBtr0345158	PF00096	228	250
FBtr0345158	PF07776	6	73
FBtr0345167	NA	NA	NA
FBtr0345229	PF00883	173	488
FBtr0346062	NA	NA	NA
FBtr0346098	PF00188	61	209
FBtr0346101	PF00201	92	496
FBtr0346113	PF00153	11	91
FBtr0346113	PF00153	92	183
FBtr0346113	PF00153	192	275
FBtr0346242	PF00022	4	376
FBtr0346346	PF00076	495	561
FBtr0346346	PF02136	16	129
FBtr0346347	PF00076	495	561
FBtr0346347	PF02136	16	129
FBtr0346409	NA	NA	NA
FBtr0346638	PF03810	36	113
FBtr0346723	PF00250	97	179
FBtr0346767	PF00646	77	114
FBtr0347002	PF03015	311	403
FBtr0347002	PF07993	2	235
FBtr0347003	PF03015	362	454
FBtr0347003	PF07993	16	286
FBtr0347004	PF03015	362	454
FBtr0347004	PF07993	16	286
FBtr0347147	NA	NA	NA
FBtr0347149	PF00001	170	465
FBtr0347152	PF00855	11	93
FBtr0347181	PF00838	1	168
FBtr0347183	PF00612	223	240
FBtr0347183	PF00612	264	281
FBtr0347183	PF00612	296	313
FBtr0347183	PF00612	1860	1878
FBtr0347183	PF00612	2191	2209
FBtr0347183	PF00612	2673	2692
FBtr0347183	PF02197	86	119
FBtr0082894	PF16032	45	216
FBtr0082895	PF09334	20	380
FBtr0082897	NA	NA	NA
FBtr0082898	PF00089	198	433
FBtr0082898	PF16030	26	131
FBtr0082900	NA	NA	NA
FBtr0082901	PF00089	274	514
FBtr0082901	PF16030	26	131
FBtr0082902	PF00089	258	498
FBtr0082902	PF16030	28	132
FBtr0082920	PF05335	76	257
FBtr0082921	PF01476	64	107
FBtr0082922	PF01476	64	107
FBtr0082923	PF01476	41	84
FBtr0082924	PF10243	10	120
FBtr0082924	PF17749	445	587
FBtr0082925	PF01096	89	128
FBtr0082925	PF02150	18	55
FBtr0082926	PF07690	143	524
FBtr0082927	PF17308	20	154
FBtr0082929	PF00856	566	676
FBtr0082930	PF00856	566	676
FBtr0082931	PF05680	4	76
FBtr0082932	PF05680	4	76
FBtr0082933	PF08423	87	325
FBtr0082940	PF17079	44	147
FBtr0082941	PF00046	394	450
FBtr0082942	PF00046	394	450
FBtr0082943	NA	NA	NA
FBtr0082945	PF00096	292	313
FBtr0082945	PF00096	348	368
FBtr0082945	PF00096	441	463
FBtr0082945	PF00096	469	491
FBtr0082945	PF00096	497	519
FBtr0082945	PF00096	553	573
FBtr0082945	PF00096	598	619
FBtr0082945	PF13894	523	545
FBtr0082945	PF13912	382	403
FBtr0082946	PF00096	292	313
FBtr0082946	PF00096	348	368
FBtr0082946	PF00096	441	463
FBtr0082946	PF00096	469	491
FBtr0082946	PF00096	497	519
FBtr0082946	PF00096	553	573
FBtr0082946	PF00096	598	619
FBtr0082946	PF13894	523	545
FBtr0082946	PF13912	382	403
FBtr0082947	PF00628	1423	1481
FBtr0082947	PF00856	3599	3703
FBtr0082947	PF05964	1890	1937
FBtr0082947	PF05965	3386	3471
FBtr0082947	PF13771	1764	1841
FBtr0082948	PF00628	1055	1113
FBtr0082948	PF00856	3231	3335
FBtr0082948	PF05964	1522	1569
FBtr0082948	PF05965	3018	3103
FBtr0082948	PF13771	1396	1473
FBtr0082949	PF00628	1055	1113
FBtr0082949	PF00856	3231	3335
FBtr0082949	PF05964	1522	1569
FBtr0082949	PF05965	3018	3103
FBtr0082949	PF13771	1396	1473
FBtr0082950	PF00628	1423	1481
FBtr0082950	PF00856	3599	3703
FBtr0082950	PF05964	1890	1937
FBtr0082950	PF05965	3386	3471
FBtr0082950	PF13771	1764	1841
FBtr0082951	PF05335	79	260
FBtr0082952	PF05335	82	262
FBtr0082953	PF00298	88	157
FBtr0082953	PF03946	20	82
FBtr0082954	PF00067	33	463
FBtr0082955	NA	NA	NA
FBtr0082956	NA	NA	NA
FBtr0082957	NA	NA	NA
FBtr0082959	PF14545	215	353
FBtr0082960	NA	NA	NA
FBtr0082961	NA	NA	NA
FBtr0082962	PF15511	35	96
FBtr0082963	PF15511	35	96
FBtr0082964	PF15511	35	96
FBtr0082966	PF00089	112	354
FBtr0082966	PF12032	31	82
FBtr0082967	PF15313	82	169
FBtr0082968	PF15313	93	180
FBtr0082969	PF00538	107	167
FBtr0082974	PF03215	86	249
FBtr0082975	PF13891	709	767
FBtr0082976	NA	NA	NA
FBtr0082977	PF00069	210	411
FBtr0082977	PF01064	35	124
FBtr0082978	PF00096	140	162
FBtr0082978	PF00096	422	444
FBtr0082978	PF00096	674	696
FBtr0082978	PF13912	341	364
FBtr0082978	PF13912	474	485
FBtr0082978	PF13912	707	731
FBtr0082979	PF00096	140	162
FBtr0082979	PF00096	422	444
FBtr0082979	PF00096	674	696
FBtr0082979	PF13912	341	364
FBtr0082979	PF13912	474	485
FBtr0082979	PF13912	707	731
FBtr0082980	PF00031	29	115
FBtr0082981	PF00031	8	92
FBtr0082982	PF00031	26	111
FBtr0082983	NA	NA	NA
FBtr0082986	PF06102	72	239
FBtr0082987	PF13180	325	415
FBtr0082987	PF13365	141	280
FBtr0082991	PF00083	123	506
FBtr0082992	PF00083	126	511
FBtr0082993	PF07690	124	467
FBtr0082994	PF13868	122	472
FBtr0082997	PF06702	221	415
FBtr0082998	PF09139	6	338
FBtr0082999	PF12572	206	342
FBtr0083000	PF00675	51	197
FBtr0083000	PF05193	205	385
FBtr0083001	PF00675	51	197
FBtr0083001	PF05193	205	385
FBtr0083003	PF07890	42	198
FBtr0083004	PF00757	205	331
FBtr0083004	PF01030	58	170
FBtr0083004	PF01030	347	457
FBtr0083005	PF00137	54	113
FBtr0083005	PF00137	143	202
FBtr0083006	PF00177	88	230
FBtr0083008	PF04097	211	781
FBtr0083009	PF01866	59	362
FBtr0083010	PF00134	14	149
FBtr0083010	PF16899	154	219
FBtr0083016	PF08450	15	274
FBtr0083017	PF08450	15	274
FBtr0083018	PF00179	5	141
FBtr0083019	PF03006	111	327
FBtr0083020	PF03006	111	327
FBtr0083021	PF03006	111	327
FBtr0083023	NA	NA	NA
FBtr0083024	PF00687	30	210
FBtr0083025	NA	NA	NA
FBtr0083026	NA	NA	NA
FBtr0083029	PF00622	133	250
FBtr0083029	PF13920	1262	1308
FBtr0083030	PF15929	1	126
FBtr0083031	PF15929	1	133
FBtr0083032	PF15929	1	133
FBtr0083033	PF15929	1	133
FBtr0083034	PF15929	1	133
FBtr0083035	PF05693	33	676
FBtr0083036	PF05693	33	676
FBtr0083037	PF05693	53	696
FBtr0083038	NA	NA	NA
FBtr0083042	PF01400	55	251
FBtr0083048	PF10345	15	563
FBtr0083049	PF00583	55	142
FBtr0083051	PF00018	542	587
FBtr0083051	PF00566	168	374
FBtr0083051	PF02759	619	772
FBtr0083052	PF00400	177	210
FBtr0083052	PF00400	226	260
FBtr0083052	PF00400	268	306
FBtr0083052	PF00400	314	350
FBtr0083052	PF00400	371	406
FBtr0083052	PF12265	23	91
FBtr0083053	PF00338	47	143
FBtr0083054	PF00338	57	153
FBtr0083055	PF00012	6	612
FBtr0083056	PF00012	6	612
FBtr0083057	PF00012	6	612
FBtr0083058	PF00012	6	612
FBtr0083059	PF00012	6	612
FBtr0083060	PF00012	6	612
FBtr0083062	PF00956	76	227
FBtr0083063	PF00213	33	199
FBtr0083066	PF04034	105	231
FBtr0083066	PF04068	69	101
FBtr0083078	PF00261	48	283
FBtr0083079	PF00261	48	283
FBtr0083080	PF00261	48	283
FBtr0083081	PF00059	213	357
FBtr0083082	PF03366	27	106
FBtr0083082	PF17793	866	926
FBtr0083083	PF00089	128	386
FBtr0083083	PF12032	37	89
FBtr0083084	PF01281	69	113
FBtr0083085	PF05994	386	1244
FBtr0083085	PF07159	62	275
FBtr0083086	PF00587	206	378
FBtr0083087	PF01424	337	390
FBtr0083087	PF01585	283	323
FBtr0083087	PF11952	34	118
FBtr0083089	PF08409	258	330
FBtr0083089	PF13414	524	559
FBtr0083089	PF13424	444	509
FBtr0083089	PF13432	621	676
FBtr0083090	PF16113	55	374
FBtr0083091	PF16113	56	375
FBtr0083093	PF01997	46	275
FBtr0083094	PF06840	8	156
FBtr0083099	PF06741	199	264
FBtr0083099	PF14438	61	132
FBtr0083100	PF06741	138	203
FBtr0083100	PF07145	794	809
FBtr0083100	PF14438	1	71
FBtr0083101	PF06741	138	203
FBtr0083101	PF07145	794	809
FBtr0083101	PF14438	1	71
FBtr0083105	PF00916	71	453
FBtr0083106	PF00916	100	482
FBtr0083107	PF05769	13	173
FBtr0083109	PF09789	27	345
FBtr0083113	PF10283	120	145
FBtr0083113	PF10283	161	185
FBtr0083114	PF06148	22	153
FBtr0083114	PF12022	552	672
FBtr0083115	PF03416	264	564
FBtr0083116	PF04051	7	149
FBtr0083117	PF02077	5	270
FBtr0083117	PF05477	26	269
FBtr0083119	PF01869	6	273
FBtr0083120	PF00254	264	353
FBtr0083120	PF17800	4	87
FBtr0083121	PF02995	74	580
FBtr0083122	PF02995	74	580
FBtr0083123	PF02944	431	465
FBtr0083123	PF10545	33	111
FBtr0083125	PF05712	246	413
FBtr0083125	PF11717	23	73
FBtr0083126	PF00651	20	122
FBtr0083127	PF00651	20	122
FBtr0083128	NA	NA	NA
FBtr0083134	PF06325	239	316
FBtr0083135	PF06325	197	274
FBtr0083136	PF09995	95	274
FBtr0083137	PF00575	78	157
FBtr0083137	PF03876	11	77
FBtr0083138	PF12584	978	1138
FBtr0083139	PF00096	358	380
FBtr0083139	PF00096	413	434
FBtr0083139	PF00096	440	462
FBtr0083139	PF00096	468	490
FBtr0083139	PF07776	6	78
FBtr0083139	PF13912	496	518
FBtr0083139	PF13912	580	604
FBtr0083140	PF00079	39	421
FBtr0083141	PF00079	40	422
FBtr0083142	PF00079	40	422
FBtr0083143	PF00022	4	376
FBtr0083145	PF07162	56	226
FBtr0083147	PF00270	489	663
FBtr0083147	PF00270	1339	1505
FBtr0083147	PF00271	773	865
FBtr0083147	PF00271	1615	1703
FBtr0083147	PF02889	989	1295
FBtr0083147	PF02889	1821	2173
FBtr0083148	PF00076	44	113
FBtr0083148	PF00076	129	195
FBtr0083150	PF00941	205	377
FBtr0083150	PF01315	542	649
FBtr0083150	PF01799	80	154
FBtr0083150	PF02738	692	1174
FBtr0083150	PF03450	388	490
FBtr0083151	PF00941	202	366
FBtr0083151	PF01315	540	648
FBtr0083151	PF01799	80	154
FBtr0083151	PF02738	689	1172
FBtr0083151	PF03450	386	488
FBtr0083154	PF00111	6	75
FBtr0083154	PF00941	213	377
FBtr0083154	PF01315	555	666
FBtr0083154	PF01799	86	160
FBtr0083154	PF02738	714	1192
FBtr0083154	PF03450	399	501
FBtr0083155	PF00188	67	213
FBtr0083160	PF00090	755	805
FBtr0083160	PF00090	1176	1199
FBtr0083160	PF00090	1288	1310
FBtr0083160	PF01562	287	397
FBtr0083160	PF05986	934	1042
FBtr0083160	PF08685	1493	1687
FBtr0083160	PF13688	456	624
FBtr0083160	PF17771	671	740
FBtr0083162	NA	NA	NA
FBtr0083163	NA	NA	NA
FBtr0083164	NA	NA	NA
FBtr0083165	PF00916	65	448
FBtr0083167	PF01459	33	306
FBtr0083169	NA	NA	NA
FBtr0083170	NA	NA	NA
FBtr0083171	PF08513	71	97
FBtr0083172	PF05334	78	249
FBtr0083173	PF02602	23	248
FBtr0083174	PF00708	14	100
FBtr0083179	PF01074	169	499
FBtr0083179	PF07748	816	1054
FBtr0083179	PF09261	508	614
FBtr0083180	PF01757	261	661
FBtr0083183	PF00270	123	279
FBtr0083183	PF00271	363	484
FBtr0083183	PF00567	890	1015
FBtr0083183	PF04408	552	625
FBtr0083184	PF00217	240	449
FBtr0083184	PF02807	111	178
FBtr0083185	NA	NA	NA
FBtr0083186	NA	NA	NA
FBtr0083187	PF00211	945	1130
FBtr0083187	PF01094	108	473
FBtr0083187	PF07714	619	875
FBtr0083188	PF00005	592	741
FBtr0083188	PF00664	251	529
FBtr0083188	PF16185	3	241
FBtr0083189	PF01347	28	593
FBtr0083189	PF09172	632	827
FBtr0083190	PF09808	6	214
FBtr0083191	PF12838	117	171
FBtr0083193	PF00493	418	629
FBtr0083193	PF17207	248	378
FBtr0083193	PF17855	707	792
FBtr0083194	NA	NA	NA
FBtr0083195	NA	NA	NA
FBtr0083196	NA	NA	NA
FBtr0083197	PF07368	35	251
FBtr0083198	NA	NA	NA
FBtr0083200	PF09412	56	319
FBtr0083201	PF12937	402	447
FBtr0083201	PF13516	682	705
FBtr0083201	PF13516	707	731
FBtr0083203	PF03656	1	125
FBtr0083204	PF03909	296	350
FBtr0083205	PF03909	296	350
FBtr0083206	PF03909	296	350
FBtr0083207	PF03909	296	350
FBtr0083208	PF03909	296	350
FBtr0083209	PF03909	273	327
FBtr0083210	PF03909	280	334
FBtr0083212	PF13917	27	60
FBtr0083213	PF01857	565	679
FBtr0083213	PF01858	379	536
FBtr0083213	PF11934	86	213
FBtr0083215	PF00320	803	836
FBtr0083216	PF00320	734	766
FBtr0083216	PF00320	788	821
FBtr0083218	PF00320	539	571
FBtr0083220	PF00320	117	149
FBtr0083220	PF00320	174	207
FBtr0083221	PF00320	169	201
FBtr0083221	PF00320	226	259
FBtr0083222	PF06585	40	268
FBtr0083223	PF10294	39	189
FBtr0083225	PF00151	61	360
FBtr0083226	PF00069	185	442
FBtr0083226	PF00169	26	129
FBtr0083226	PF00433	463	506
FBtr0083227	PF00069	185	442
FBtr0083227	PF00169	26	129
FBtr0083227	PF00433	463	506
FBtr0083228	PF00069	266	523
FBtr0083228	PF00169	107	210
FBtr0083228	PF00433	544	587
FBtr0083229	PF00063	563	1305
FBtr0083229	PF00612	1323	1339
FBtr0083229	PF01576	1513	1814
FBtr0083231	PF00063	563	1305
FBtr0083231	PF00612	1323	1339
FBtr0083231	PF01576	1513	1814
FBtr0083232	PF00612	83	99
FBtr0083232	PF01576	273	574
FBtr0083233	PF01576	396	800
FBtr0083234	NA	NA	NA
FBtr0083235	PF13271	26	117
FBtr0083237	PF06585	25	258
FBtr0083238	PF00249	654	696
FBtr0083238	PF04433	453	538
FBtr0083238	PF16495	952	1031
FBtr0083238	PF16496	6	446
FBtr0083238	PF16498	738	802
FBtr0083239	PF15497	14	107
FBtr0083240	NA	NA	NA
FBtr0083242	NA	NA	NA
FBtr0083245	PF00042	6	113
FBtr0083246	PF00042	6	113
FBtr0083247	PF00042	6	113
FBtr0083248	PF00042	6	113
FBtr0083249	PF01094	65	223
FBtr0083250	PF00089	544	782
FBtr0083251	PF00566	75	276
FBtr0083252	PF00083	182	550
FBtr0083253	PF07690	275	635
FBtr0083255	PF04847	126	265
FBtr0083256	NA	NA	NA
FBtr0083257	PF06031	443	478
FBtr0083258	PF06031	439	474
FBtr0083259	PF10221	3	665
FBtr0083260	NA	NA	NA
FBtr0083261	PF00069	63	282
FBtr0083261	PF12605	354	439
FBtr0083262	PF00069	63	282
FBtr0083262	PF12605	354	439
FBtr0083263	PF00069	22	236
FBtr0083263	PF12605	308	393
FBtr0083264	PF00069	22	241
FBtr0083264	PF12605	313	398
FBtr0083265	PF00069	63	277
FBtr0083265	PF12605	349	434
FBtr0083266	PF02535	55	406
FBtr0083269	PF00083	78	472
FBtr0083271	PF00083	98	491
FBtr0083272	PF00076	9	75
FBtr0083272	PF00076	117	178
FBtr0083273	PF00884	54	384
FBtr0083273	PF12548	637	794
FBtr0083275	PF03813	177	319
FBtr0083275	PF17403	323	461
FBtr0083275	PF17404	466	628
FBtr0083275	PF17405	657	842
FBtr0083275	PF17406	844	1002
FBtr0083275	PF17407	1007	1130
FBtr0083276	PF00004	354	480
FBtr0083276	PF12037	36	291
FBtr0083277	PF00436	38	140
FBtr0083278	PF00083	104	508
FBtr0083279	PF06487	17	134
FBtr0083281	PF09769	59	180
FBtr0083283	PF10208	27	170
FBtr0083286	PF00432	114	151
FBtr0083286	PF00432	159	202
FBtr0083286	PF00432	216	253
FBtr0083286	PF00432	259	296
FBtr0083286	PF00432	317	360
FBtr0083287	PF01575	175	262
FBtr0083288	NA	NA	NA
FBtr0083289	PF00175	306	406
FBtr0083289	PF00667	55	247
FBtr0083291	NA	NA	NA
FBtr0083292	PF01398	49	160
FBtr0083292	PF18323	249	321
FBtr0083294	PF00211	488	664
FBtr0083294	PF07700	2	161
FBtr0083294	PF07701	219	479
FBtr0083295	PF00186	4	179
FBtr0083301	NA	NA	NA
FBtr0083303	PF01981	5	117
FBtr0083304	PF00656	56	301
FBtr0083307	PF04511	11	201
FBtr0083308	PF13233	15	87
FBtr0083312	PF00069	293	545
FBtr0083312	PF00786	19	76
FBtr0083314	PF00515	168	198
FBtr0083315	PF09758	50	199
FBtr0083316	PF08293	15	104
FBtr0083318	PF00989	122	180
FBtr0083318	PF08447	282	366
FBtr0083320	PF01607	51	104
FBtr0083321	PF01607	51	104
FBtr0083323	PF04419	1	36
FBtr0083324	NA	NA	NA
FBtr0083325	PF00337	7	169
FBtr0083326	PF00337	7	138
FBtr0083327	PF00089	81	206
FBtr0083327	PF00089	327	435
FBtr0083328	NA	NA	NA
FBtr0083329	PF03015	363	455
FBtr0083329	PF07993	16	286
FBtr0083330	PF03015	363	455
FBtr0083330	PF07993	16	286
FBtr0083332	PF02469	32	146
FBtr0083332	PF02469	186	311
FBtr0083332	PF02469	332	460
FBtr0083332	PF02469	476	614
FBtr0083333	PF02469	32	146
FBtr0083333	PF02469	186	311
FBtr0083333	PF02469	335	463
FBtr0083333	PF02469	479	617
FBtr0083334	PF02469	32	146
FBtr0083334	PF02469	186	311
FBtr0083334	PF02469	338	466
FBtr0083334	PF02469	482	620
FBtr0083335	PF00076	267	331
FBtr0083335	PF00076	340	403
FBtr0083335	PF08075	411	463
FBtr0083336	NA	NA	NA
FBtr0083337	PF00118	34	523
FBtr0083338	PF00118	34	523
FBtr0083340	PF00083	71	484
FBtr0083346	NA	NA	NA
FBtr0083347	PF00046	296	352
FBtr0083348	PF00046	253	309
FBtr0083349	PF00046	279	335
FBtr0083350	PF00046	270	326
FBtr0083351	PF00046	287	343
FBtr0083352	PF00046	262	318
FBtr0083353	PF00057	26	63
FBtr0083353	PF00057	69	106
FBtr0083353	PF00057	166	199
FBtr0083353	PF00084	251	283
FBtr0083353	PF00084	305	354
FBtr0083353	PF00089	371	616
FBtr0083354	NA	NA	NA
FBtr0083356	PF12656	149	204
FBtr0083357	NA	NA	NA
FBtr0083358	PF06644	33	269
FBtr0083360	PF01130	20	489
FBtr0083361	PF13202	69	83
FBtr0083366	PF05493	7	66
FBtr0083367	NA	NA	NA
FBtr0083369	NA	NA	NA
FBtr0083370	PF00370	132	288
FBtr0083370	PF02782	298	492
FBtr0083371	PF03098	151	682
FBtr0083372	PF00018	428	466
FBtr0083372	PF08416	27	146
FBtr0083372	PF18016	610	673
FBtr0083373	PF00206	93	299
FBtr0083373	PF10397	373	454
FBtr0083374	PF00240	713	779
FBtr0083374	PF01805	36	87
FBtr0083374	PF01805	149	200
FBtr0083374	PF12230	225	480
FBtr0083375	NA	NA	NA
FBtr0083376	NA	NA	NA
FBtr0083377	NA	NA	NA
FBtr0083378	PF00670	253	412
FBtr0083378	PF05221	67	202
FBtr0083379	PF00670	253	412
FBtr0083379	PF05221	67	202
FBtr0083380	PF00307	448	518
FBtr0083381	PF00046	165	221
FBtr0083382	PF00046	165	221
FBtr0083383	PF00046	165	221
FBtr0083384	PF00046	388	444
FBtr0083385	PF00046	165	221
FBtr0083387	PF00046	139	195
FBtr0083387	PF12407	196	218
FBtr0083388	PF00046	399	455
FBtr0083388	PF12407	456	478
FBtr0083389	PF01391	75	131
FBtr0083390	PF01391	72	128
FBtr0083391	PF01728	21	207
FBtr0083392	NA	NA	NA
FBtr0083393	PF03165	218	325
FBtr0083393	PF03166	399	564
FBtr0083394	PF03165	218	325
FBtr0083394	PF03166	399	564
FBtr0083397	NA	NA	NA
FBtr0083398	NA	NA	NA
FBtr0083399	PF00069	13	263
FBtr0083400	PF10384	4	58
FBtr0083402	PF00089	37	254
FBtr0083404	PF00089	45	265
FBtr0083405	PF00089	43	261
FBtr0083406	PF00089	30	249
FBtr0083407	PF00755	51	623
FBtr0083408	PF00653	31	100
FBtr0083409	PF03167	87	266
FBtr0083410	PF00383	3	104
FBtr0083411	NA	NA	NA
FBtr0083414	PF00023	614	644
FBtr0083414	PF12796	151	239
FBtr0083414	PF13637	244	294
FBtr0083415	PF03103	129	224
FBtr0083417	PF00089	51	267
FBtr0083418	PF00089	27	247
FBtr0083422	PF00651	51	154
FBtr0083422	PF01344	336	385
FBtr0083422	PF01344	387	431
FBtr0083422	PF01344	435	478
FBtr0083422	PF01344	482	524
FBtr0083422	PF01344	533	572
FBtr0083422	PF07707	161	261
FBtr0083423	PF00651	83	186
FBtr0083423	PF01344	368	417
FBtr0083423	PF01344	419	463
FBtr0083423	PF01344	467	510
FBtr0083423	PF01344	514	556
FBtr0083423	PF01344	565	604
FBtr0083423	PF07707	193	293
FBtr0083424	PF00651	51	154
FBtr0083424	PF01344	336	385
FBtr0083424	PF01344	387	431
FBtr0083424	PF01344	435	478
FBtr0083424	PF01344	482	524
FBtr0083424	PF01344	533	572
FBtr0083424	PF07707	161	261
FBtr0083426	PF01926	269	335
FBtr0083426	PF08701	17	91
FBtr0083428	PF02892	6	47
FBtr0083428	PF13873	77	144
FBtr0083432	NA	NA	NA
FBtr0083435	PF00651	205	313
FBtr0083435	PF07707	325	427
FBtr0083435	PF08005	471	616
FBtr0083436	PF12799	84	124
FBtr0083436	PF12799	149	189
FBtr0083436	PF12799	194	234
FBtr0083436	PF12799	237	273
FBtr0083437	PF00026	149	460
FBtr0083438	PF00026	63	369
FBtr0083439	PF00026	80	393
FBtr0083441	NA	NA	NA
FBtr0083442	PF03098	155	695
FBtr0083443	NA	NA	NA
FBtr0083444	PF04736	36	96
FBtr0083446	NA	NA	NA
FBtr0083447	PF00560	602	618
FBtr0083447	PF13855	184	241
FBtr0083447	PF13855	252	310
FBtr0083447	PF13855	464	520
FBtr0083447	PF13855	532	587
FBtr0083448	PF00560	602	618
FBtr0083448	PF13855	184	241
FBtr0083448	PF13855	252	310
FBtr0083448	PF13855	464	520
FBtr0083448	PF13855	532	587
FBtr0083452	PF00382	94	164
FBtr0083452	PF00382	188	261
FBtr0083452	PF07741	437	532
FBtr0083452	PF08271	6	46
FBtr0083453	NA	NA	NA
FBtr0083454	PF03807	6	100
FBtr0083454	PF14748	164	267
FBtr0083455	PF14748	65	168
FBtr0083456	PF00013	394	478
FBtr0083456	PF16275	274	385
FBtr0083460	NA	NA	NA
FBtr0083461	NA	NA	NA
FBtr0083462	PF08449	145	444
FBtr0083463	NA	NA	NA
FBtr0083465	NA	NA	NA
FBtr0083467	NA	NA	NA
FBtr0083470	PF03768	1	65
FBtr0083470	PF03769	67	181
FBtr0083476	NA	NA	NA
FBtr0083498	NA	NA	NA
FBtr0083500	NA	NA	NA
FBtr0083502	NA	NA	NA
FBtr0083503	PF00578	42	174
FBtr0083503	PF10417	195	231
FBtr0083504	PF04147	30	839
FBtr0083505	PF00179	18	130
FBtr0089287	PF03098	105	650
FBtr0089376	PF07686	264	353
FBtr0089376	PF13927	375	454
FBtr0089471	PF00307	17	120
FBtr0089471	PF00307	140	237
FBtr0089471	PF00630	252	343
FBtr0089471	PF00630	352	443
FBtr0089471	PF00630	451	541
FBtr0089471	PF00630	550	631
