intron	gene	TPM	PSI	intron_position	intron_length	intron_type	ss5_maxEnt	ss3_maxEnt	contains_enhancer	upexon_length	downexon_length	three_length	ie_count_5m	ie_count_10m	ie_count_20m	ee_count_5m	ee_count_10m	ee_count_20m	halflife	halflife_error	accuracy
chr2R:19826182:19826886:-@chr2R:19826944:19827277:-	FBgn0034933	29.7369	0.05	1	58	CI	-0.85	4.8	0	333	704	2286	61	45	65	47	87	147	4.096875	0.071824078051403	0.0142857142857143
chr3R:19579010:19579430:+@chr3R:19579488:19580345:+	FBgn0028684	123.364	0.01	2	58	RI	8.23	10.33	0	420	857	857	10	22	11	37	60	86	1.57109375	0.0240216201604835	0.0192307692307692
chr2L:20677544:20677823:+@chr2L:20677879:20677954:+	FBgn0086657	17.99715	0.04	4	56	CI	9.82	3.52	0	279	75	1100	8	6	5	13	34	69	1.197265625	0.0483176835253902	0.0526315789473684
chr2R:579255:579515:-@chr2R:579584:579751:-	FBgn0026401	64.5597	0.03	NA	69	CI	NA	NA	0	167	260	338	33	17	9	66	154	212	0.8224609375	0.0103971629340457	NA
chrX:19165316:19165487:+@chrX:19165552:19167313:+	FBgn0040068	14.16516	0.025	NA	65	CI	NA	NA	0	171	1761	1761	15	7	4	14	29	35	1.741796875	0.0398226600297446	NA
chr2R:13306589:13306752:-@chr2R:13306916:13307512:-	FBgn0021818	25.42023	0.025	NA	164	CI	NA	NA	0	596	163	5277	38	28	35	112	120	141	2.315625	0.057003908614504	NA
chr3R:16584704:16584821:-@chr3R:16585097:16585626:-	FBgn0051195	12.0916	0.15	5	276	RI	10.08	8.97	0	529	117	1830	29	22	19	26	47	76	2.842578125	0.0895502073564702	0.025
chr3L:19862203:19862407:-@chr3L:19862468:19862528:-	FBgn0262518	77.3173	0.02	2	61	CI	11.01	10.31	0	60	204	1819	29	26	12	63	96	155	1.3734375	0.0351746913438173	0.0151515151515152
chrX:12487040:12487645:-@chrX:12487909:12488925:-	FBgn0030403	30.947	0.035	3	264	CI	7.83	NA	0	1016	605	1057	9	26	20	7	24	61	3.9078125	0.069295353194802	0.0555555555555556
chrX:9672901:9672946:+@chrX:9673085:9673275:+	FBgn0030151	128.8306	0.05	2	139	RI	7.96	NA	0	45	190	3042	62	45	31	34	60	101	3.9	0.0708723850683591	0.025
chr2L:7220369:7220677:-@chr2L:7220742:7221087:-	FBgn0263133	15.5951	0.065	3	65	CI	7.05	10.06	0	345	308	308	4	5	9	20	51	69	0.971875	0.0246619275326054	0.0476190476190476
chr3R:5377983:5378144:+@chr3R:5378413:5379469:+	FBgn0037707	75.4737	0.025	2	269	CI	8.76	4.82	0	161	1056	1056	52	38	41	15	20	64	6.5625	0.150783926106073	0.0454545454545455
chr3R:21128186:21128801:+@chr3R:21128865:21129378:+	FBgn0051370	34.9744	0.025	1	64	CI	8.99	2.29	0	615	513	843	8	7	4	11	22	45	1.540625	0.0732189951706369	0.0833333333333333
chr3L:20128521:20128720:+@chr3L:20128778:20129034:+	FBgn0005198	16.207666	0.02	9	58	CI	2.65	6.46	0	199	256	3332	10	4	3	17	32	46	1.235546875	0.0762024733770809	0.05
chr2R:16550958:16551373:-@chr2R:16551440:16552182:-	FBgn0034542	15.16934	0.035	3	67	CI	1.5	11.42	0	742	415	1394	26	7	5	25	47	42	1.53046875	0.0570440464382522	0.03125
chr2L:19781092:19782365:-@chr2L:19782421:19782825:-	FBgn0032821	10.49416	0.06	2	56	CI	10.07	10.05	1	404	1273	7491	28	9	3	47	70	57	1.53125	0.171594547072655	0.0172413793103448
chr3R:1502991:1503324:+@chr3R:1503387:1503486:+	FBgn0037363	9.079957	0.035	3	63	RI	6.64	10.23	0	333	99	2265	14	16	5	23	37	58	1.80546875	0.064668909617325	0.0357142857142857
chr2L:10398279:10398392:+@chr2L:10398444:10398593:+	FBgn0051716	64.05632	0.115	2	52	RI	6.97	8.51	0	113	149	4762	55	66	37	27	105	148	3.7578125	0.124869968174189	0.0208333333333333
chr3R:1620871:1621017:+@chr3R:1621100:1621562:+	FBgn0037379	17.70428	0.015	2	83	CI	8.34	8.88	0	146	462	4616	42	28	28	55	103	129	2.519921875	0.0844179999901131	0.0172413793103448
chr3L:18872902:18874079:-@chr3L:18874178:18874351:-	FBgn0036821	109.527	0.005	4	99	RI	8.59	3.95	0	173	1177	2729	18	13	8	10	33	50	2.51796875	0.138594131669899	0.0454545454545455
chr2R:18815039:18815152:+@chr2R:18816611:18817596:+	FBgn0261564	32.83695	0.15	NA	1459	CI	NA	NA	0	113	985	2956	16	12	4	13	33	62	1.900390625	0.0784678782233146	NA
chr2L:20660449:20661148:-@chr2L:20661990:20663929:-	FBgn0051678	20.87669	0.025	4	842	CI	10.47	10.93	0	1939	699	2016	40	18	9	7	56	50	2.619140625	0.102716500742284	0.0909090909090909
chr3R:1536016:1536585:+@chr3R:1536653:1538559:+	FBgn0261261	8.759792	0.015	9	68	CI	8.35	5.15	0	569	1906	1906	27	6	4	31	81	129	0.98359375	0.052989256723651	0.0256410256410256
chr2R:11747700:11747809:-@chr2R:11747882:11748035:-	FBgn0022160	42.86812	0.02	3	73	CI	9.65	6.37	0	153	109	2552	13	13	10	10	28	27	3.64296875	0.114083783212225	0.0666666666666667
chr2R:18782306:18782519:+@chr2R:18782583:18783268:+	FBgn0034796	22.8026	0.12	2	64	CI	8.82	7.03	0	213	685	685	9	6	9	6	10	15	4.9125	0.193576963536921	0.125
chr2R:7776454:7776894:-@chr2R:7778176:7778484:-	FBgn0033663	1182.05	0.015	1	1282	CI	10.1	9	0	308	440	1821	78	59	31	455	672	893	0.58369140625	0.00632754225068824	0.00340715502555366
chr3L:12494613:12494818:+@chr3L:12494875:12495047:+	FBgn0036291	15.99049	0.025	1	57	CI	1.97	4.68	0	205	172	872	4	6	1	4	14	48	1.4529296875	0.0827839889870071	0.111111111111111
chr2L:10766191:10766275:-@chr2L:10766391:10767086:-	FBgn0015320	100.5792	0.005	NA	116	CI	NA	NA	0	695	84	1265	25	24	19	52	124	224	1.23046875	0.0233269691870821	NA
chr2R:2869248:2869414:-@chr2R:2869474:2870254:-	FBgn0050156	6.43578	0.115	NA	60	CI	NA	NA	0	780	166	463	69	38	40	1	1	15	22.9	0.6740067924361	NA
chrX:8612150:8613428:-@chrX:8613489:8613936:-	FBgn0027330	23.16023	0.015	2	61	CI	6.12	NA	0	447	1278	2682	17	12	11	30	41	73	1.9125	0.0531410980766864	0.0303030303030303
chr2R:5939039:5939206:-@chr2R:5939307:5939672:-	FBgn0263260	293.719	0.02	1	101	CI	10.38	3.51	0	365	167	839	68	76	70	100	155	219	2.9984375	0.0294722830527786	0.0087719298245614
chr3L:11601637:11601704:-@chr3L:11601776:11602565:-	FBgn0036180	13.04667	0.025	NA	72	CI	NA	NA	0	789	67	3168	17	8	7	19	51	63	1.653125	0.106122978927085	NA
chrX:422578:423384:-@chrX:423443:423882:-	FBgn0024983	39.36734	0.02	NA	59	CI	NA	NA	0	439	806	1410	14	7	9	12	31	28	2.69140625	0.0530906017363717	NA
chr3R:25657412:25657554:-@chr3R:25657637:25658070:-	FBgn0039705	42.8284	0.005	5	83	RI	8.4	5.29	0	433	142	4551	42	29	16	31	51	126	2.7921875	0.0788721220200423	0.027027027027027
chr2R:5074175:5075770:-@chr2R:5076159:5076513:-	FBgn0033391	46.21842	0.01	3	389	CI	10.1	11.18	0	354	1595	1595	29	21	8	74	171	314	0.79208984375	0.0331174599565147	0.010752688172043
chr2L:5540972:5541090:-@chr2L:5541153:5541336:-	FBgn0014189	329.6427	0	NA	63	CI	NA	NA	0	183	118	1764	59	48	22	105	170	249	1.49921875	0.0235543959870021	NA
chr2R:3805237:3806344:+@chr2R:3806406:3807452:+	FBgn0015509	87.4946	0.015	2	62	RI	4.3	7.26	0	1107	1046	2678	168	122	127	235	421	543	2.39375	0.0252356044914616	0.00429184549356223
chr3L:326704:326724:-@chr3L:326867:327079:-	FBgn0052343	19.73546	0.05	4	143	CI	10.03	3.94	0	212	20	1739	57	36	40	36	78	117	3.41328125	0.0545469579264702	0.5
chr3L:5783292:5784743:-@chr3L:5784796:5785685:-	FBgn0086694	39.1829	0.025	NA	53	CI	NA	NA	0	889	1451	1812	34	34	15	63	96	123	1.778125	0.034845030893637	NA
chr3R:634058:634996:-@chr3R:637705:637818:-	FBgn0026417	17.86593	0.13	1	2709	CI	11	7.89	0	113	938	938	119	82	31	150	185	257	1.919921875	0.0182982785868084	0.024390243902439
chr3L:12780893:12781053:-@chr3L:12781116:12781189:-	FBgn0260945	9.197825	0.065	5	63	CI	6.49	3.24	0	73	160	3524	3	2	1	7	28	34	0.844140625	0.418997245946688	0.0833333333333333
chrX:15783335:15783781:-@chrX:15783942:15784142:-	FBgn0030703	290.4069	0.03	1	161	CI	9.6	NA	0	200	446	2181	45	42	23	108	187	300	1.28671875	0.0229241468763783	0.00719424460431655
chr2L:9896265:9897131:-@chr2L:9897473:9897552:-	FBgn0004867	4513.6883	0	NA	342	CI	NA	NA	0	79	866	866	9	13	12	185	40	153	1.04453125	0.00775341153001263	NA
chr3R:14065142:14065832:-@chr3R:14065892:14067622:-	FBgn0038588	8.032661	0.03	NA	60	CI	NA	NA	0	1730	690	690	4	4	5	10	15	32	1.6046875	0.0491127134083794	NA
chr3R:27690854:27691047:-@chr3R:27691473:27691758:-	FBgn0011224	16.00961	0.01	10	426	CI	6.25	8.89	0	285	193	18338	1	0	1	9	7	14	0.8943359375	1.68518047335986	0.0769230769230769
chrX:6654310:6654379:+@chrX:6654447:6661155:+	FBgn0029899	10.91704	0.08	3	68	CI	10.91	NA	0	69	6708	10298	53	36	15	36	48	65	4.7078125	0.102317042210651	0.027027027027027
chr3R:14488892:14489053:-@chr3R:14489110:14489274:-	FBgn0261065	32.6624	0.045	1	57	CI	5.19	3.68	0	164	161	2210	27	30	15	21	34	62	3.41875	0.0640434952331931	0.0416666666666667
chr3R:5322917:5323294:-@chr3R:5323354:5323524:-	FBgn0014380	102.1525	0.02	3	60	CI	8.02	7.96	0	170	377	471	11	4	4	45	80	105	0.5265625	0.0102640595399685	0.0192307692307692
chr2R:9338091:9338503:+@chr2R:9338595:9339380:+	FBgn0086757	23.64988	0.015	1	92	CI	7.2	8.67	0	412	785	2303	15	20	25	24	44	75	3.15703125	0.0767176737626763	0.0333333333333333
chr2R:9330439:9330633:-@chr2R:9331933:9332199:-	FBgn0013765	27.53267	0.125	3	1300	RI	10.74	11.17	0	266	194	3814	74	35	23	40	95	160	2.56484375	0.0721502222321065	0.0185185185185185
chr2L:2988437:2988678:+@chr2L:2988740:2989081:+	FBgn0025109	22.5321	0.03	2	62	RI	7.34	7.8	0	241	341	1335	5	2	5	11	16	23	1.658984375	0.0597725215304261	0.0588235294117647
chr3L:15960016:15960711:-@chr3L:15960808:15960972:-	FBgn0263599	27.7659	0.035	1	97	CI	11.37	9.67	0	164	695	6775	33	18	19	75	87	97	2.2390625	0.0896734118943919	0.00917431192660551
chr3L:17005986:17007029:-@chr3L:17007093:17008004:-	FBgn0036685	56.48303	0.005	4	64	CI	8.95	8.72	0	911	1043	1043	18	10	5	9	25	38	2.15390625	0.0639070140541123	0.0588235294117647
chr2R:10061605:10062077:+@chr2R:10063911:10064047:+	FBgn0000289	64.9216230006079	0.055	NA	1834	CI	NA	NA	2	472	136	6432	21	32	16	50	94	155	2.026953125	0.0654571161931983	NA
chr3R:23376307:23376429:-@chr3R:23376595:23376768:-	FBgn0004387	13.2056334	0.03	7	166	SEflanking	9.73	10.29	0	173	122	2932	63	42	21	32	97	111	2.7921875	0.104874677194577	0.0227272727272727
chr2R:11152324:11152481:-@chr2R:11152728:11152865:-	FBgn0265194	10.87148	0.17	30	247	SEflanking	10.22	5.2	0	137	157	2168	8	5	4	2	9	6	5.6859375	0.358228555190546	0.25
chr3L:20008158:20008420:+@chr3L:20008478:20009207:+	FBgn0261574	17.04274	0.035	11	58	CI	5.88	10.19	0	262	729	9229	5	4	0	20	26	30	1.0123046875	0.129019468377784	0.0454545454545455
chr2R:12084845:12085843:+@chr2R:12085990:12086451:+	FBgn0265178	38.022	0.02	NA	147	CI	NA	NA	1	998	461	1070	7	8	12	9	17	36	3.1015625	0.142690691449171	NA
chrX:17496018:17496128:+@chrX:17496185:17497126:+	FBgn0026313	12.97901	0.015	4	57	CI	8.28	NA	0	110	941	4727	13	11	11	40	45	70	1.8421875	0.0657952899704201	0.0169491525423729
chr2R:10494659:10495338:-@chr2R:10495403:10498989:-	FBgn0026427	20.70549	0.005	6	65	CI	6.3	7.61	0	3586	679	679	5	3	3	24	46	41	0.6884765625	0.0274910871916637	0.03125
chr3L:4199650:4199882:+@chr3L:4199941:4200568:+	FBgn0263110	8.37155	0.045	12	59	CI	11.08	8.31	0	232	627	24062	4	1	1	32	41	36	0.9083984375	1.28085729288274	0.0217391304347826
chr3R:16125690:16125874:+@chr3R:16125939:16126134:+	FBgn0262582	21.83422	0.025	11	65	RI	10.86	3.5	0	184	195	3725	32	31	7	45	133	139	1.4962890625	0.0413916911315129	0.0192307692307692
chr3R:2924041:2924205:-@chr3R:2924277:2924454:-	FBgn0261238	8.917417	0.065	5	72	RI	8.34	6.76	0	177	164	3887	11	9	3	3	10	49	2.94453125	0.158488500756244	0.142857142857143
chr3R:23535999:23536258:+@chr3R:23536336:23536579:+	FBgn0039544	14.619	0.02	5	78	CI	10.49	9.97	0	259	243	243	4	4	4	10	16	30	1.428515625	0.0451251733271122	0.0833333333333333
chrX:6979443:6979550:-@chrX:6979652:6980011:-	FBgn0264270	75.9373	0	5	102	CI	10.22	NA	0	359	107	10967	10	10	5	46	88	129	1.151171875	0.0945862586735574	0.0192307692307692
chrXHet:77098:77373:+@chrXHet:77432:77735:+	FBgn0003559	42.49002	0.005	3	59	CI	6.43	NA	0	275	303	2817	33	28	22	65	126	157	1.6953125	0.0271623758933383	0.0128205128205128
chr2R:18060512:18061072:-@chr2R:18061131:18061616:-	FBgn0034703	19.7056	0.025	3	59	CI	7.44	5.91	0	485	560	764	11	16	9	25	51	77	1.5302734375	0.0380151697408462	0.0333333333333333
chr2L:21140009:21140156:-@chr2L:21140217:21140478:-	FBgn0023388	27.07328	0.02	NA	61	CI	NA	NA	0	261	147	5717	26	33	15	35	101	147	2.16875	0.0841196625143478	NA
chrX:19470072:19470425:-@chrX:19470728:19471232:-	FBgn0031030	99.13721	0.03	3	303	CI	10.9	NA	0	504	353	6671	17	14	15	18	55	87	2.601171875	0.19442534628432	0.04
chr2R:4619665:4619910:-@chr2R:4619970:4620123:-	FBgn0086784	24.37006	0.01	3	60	CI	11.78	10.09	0	153	245	2903	37	21	11	64	138	212	1.19140625	0.0379917482931235	0.0153846153846154
chr2L:7051760:7053365:+@chr2L:7053476:7054847:+	FBgn0262872	22.37772	0.01	5	111	CI	8.02	10.33	1	1605	1371	2534	37	26	15	52	117	162	1.558203125	0.0243746730858597	0.0151515151515152
chr2L:834867:835290:-@chr2L:835353:835547:-	FBgn0020304	95.59735	0.01	NA	63	CI	NA	NA	0	194	423	1706	25	16	6	87	182	203	0.6640625	0.0209054436432322	NA
chr3R:16406405:16406766:-@chr3R:16406835:16407096:-	FBgn0054008	9.71204	0.025	2	69	CI	8.4	8.26	0	261	361	361	8	11	10	6	20	11	6.453125	0.0945836506080627	0.111111111111111
chr2L:6066087:6066312:+@chr2L:6066369:6067235:+	FBgn0031774	17.89613	0.045	NA	57	CI	NA	NA	0	225	866	1266	4	10	10	7	10	18	5.03984375	0.13259493132158	NA
chr2R:17604285:17605201:-@chr2R:17606586:17607188:-	FBgn0050404	95.2704	0.03	NA	1385	CI	NA	NA	0	602	916	916	22	28	14	25	56	109	2.06171875	0.0336047818308315	NA
chrX:14476532:14476726:-@chrX:14476790:14477015:-	FBgn0030572	85.9553	0.01	1	64	CI	11.78	NA	0	225	194	557	16	24	28	28	37	81	3.3078125	0.056623429651593	0.032258064516129
chr3R:3948447:3949225:+@chr3R:3949281:3949789:+	FBgn0037549	145.119	0.005	1	56	CI	11.11	7.2	0	778	508	1714	70	62	61	197	290	431	1.483984375	0.0145292313972784	0.00390625
chr3L:7529811:7529869:+@chr3L:7530076:7531379:+	FBgn0028582	32.35167	0.055	8	207	CI	3.28	4.24	0	58	1303	3036	21	21	14	3	19	13	9.28125	0.650824547129127	0.0434782608695652
chr2R:20198245:20198353:+@chr2R:20198416:20198660:+	FBgn0003888	261.222	0.02	2	63	CI	5.3	7.9	1	108	244	2206	67	41	31	105	236	351	1.37421875	0.0346741637901855	0.00689655172413793
chr3R:8817466:8818121:-@chr3R:8818188:8818469:-	FBgn0041710	90.85645	0.01	NA	67	CI	NA	NA	0	281	655	950	61	40	20	88	183	241	1.3421875	0.022157818397831	NA
chr2L:3027339:3028308:-@chr2L:3028366:3029006:-	FBgn0031493	43.09883	0.015	2	58	CI	8.82	9.26	0	640	969	2056	7	13	4	44	85	115	0.717578125	0.0254911205647686	0.0175438596491228
chr2R:5992222:5992335:+@chr2R:5992446:5992572:+	FBgn0004907	1152.317737725	0.115	3	111	RI	10.67	4.65	0	113	126	4746	219	211	167	392	496	702	2.837890625	0.0320940694969491	0.00171821305841924
chr3R:5844219:5844280:-@chr3R:5844664:5845157:-	FBgn0053208	11.00143	0.015	7	384	CI	2.7	11.33	0	493	61	17004	8	4	0	10	20	32	2.462109375	0.28187839713708	0.0625
chrX:15745121:15745229:-@chrX:15745618:15746772:-	FBgn0026076	34.53485	0.025	2	389	CI	9.72	NA	0	1154	108	1465	24	14	21	25	48	81	2.4765625	0.0280847029988697	0.0277777777777778
chr3L:6731628:6733021:-@chr3L:6733405:6733973:-	FBgn0261934	9.983325	0.015	5	384	CI	4.33	9.27	0	568	1393	11121	16	13	7	33	40	72	2.49296875	0.214681362241432	0.027027027027027
chr4:639162:639257:+@chr4:639319:639689:+	FBgn0025936	24.42319	0.015	10	62	CI	3.1	4.68	0	95	370	3777	55	9	6	64	118	116	1.241015625	0.0592430602997929	0.0116279069767442
chr3L:9487655:9488951:-@chr3L:9489017:9489931:-	FBgn0036007	12.79108	0.03	4	66	CI	10.91	10.04	0	914	1296	1296	2	1	0	3	12	11	0.728515625	0.317038782142141	0.0833333333333333
chrX:15968750:15974738:-@chrX:15974837:15974990:-	FBgn0028397	5.178445	0.03	5	99	CI	8.76	NA	1	153	5988	5988	4	1	0	2	9	4	1.635546875	0.434958429631324	0.166666666666667
chr2R:10102864:10103207:-@chr2R:10103456:10103615:-	FBgn0033912	9155.124	0.01	NA	249	CI	NA	NA	0	159	343	606	221	220	181	2215	1853	2581	0.68125	0.00129882404578516	NA
chr3R:7576653:7580833:-@chr3R:7580899:7581109:-	FBgn0017581	112.6976	0.01	NA	66	CI	NA	NA	0	210	4180	4180	33	27	32	204	356	339	0.91484375	0.0118851039799651	NA
chr2L:833587:834583:-@chr2L:834974:835290:-	FBgn0020304	95.59735	0.055	NA	391	CI	NA	NA	0	316	996	999	85	62	42	63	128	196	2.608203125	0.0290488926104311	NA
chr3R:11161795:11161994:+@chr3R:11162056:11162591:+	FBgn0038320	70.4176	0	5	62	CI	6.9	7.94	0	199	535	2031	17	16	19	87	98	115	1.361328125	0.015018841248509	0.0128205128205128
chr2L:19534303:19534925:+@chr2L:19534979:19535159:+	FBgn0053116	55.0791	0.015	3	54	RI	4.72	7.49	0	622	180	2384	57	41	32	73	155	211	1.93515625	0.0338517627351631	0.0131578947368421
chrX:21884429:21884586:+@chrX:21884675:21884858:+	FBgn0031191	17.03924	0.04	1	89	CI	8.95	NA	0	157	183	4619	13	12	8	15	23	44	2.8640625	0.175824358140061	0.0434782608695652
chrX:9254966:9257152:-@chrX:9257214:9257526:-	FBgn0261260	7.743512	0.025	12	62	CI	9.1	NA	0	312	2186	4623	7	10	5	32	43	46	1.45234375	0.0888715896727119	0.024390243902439
chr2L:9243648:9243900:+@chr2L:9244263:9244586:+	FBgn0041092	21.39135	0.16	NA	363	SEflanking	NA	NA	0	252	323	5948	19	5	6	5	24	39	2.846875	0.355079399864781	NA
chr2R:6713376:6713523:+@chr2R:6713585:6713819:+	FBgn0033557	18.50735	0.02	6	62	CI	7.8	8.93	0	147	234	1564	8	12	7	23	56	49	1.473828125	0.0445462671133843	0.0357142857142857
chr3R:11029272:11030272:-@chr3R:11032071:11032169:-	FBgn0028984	222.2553	0.015	1	1799	CI	7.64	5.09	0	98	1000	1481	32	15	14	75	100	143	1.186328125	0.0181459222814028	0.00854700854700855
chr3L:18661253:18664288:-@chr3L:18664368:18664534:-	FBgn0042134	95.92564	0	3	80	CI	1.26	11.85	0	166	3035	3035	12	9	4	100	137	164	0.46630859375	0.0179623799850288	0.013986013986014
chr2L:14189095:14189233:-@chr2L:14195733:14196010:-	FBgn0016930	11.18411	0.165	8	6500	CI	10.03	10.53	0	277	138	4755	16	12	5	13	31	36	2.56484375	0.199606109147832	0.05
chr4:935923:936179:-@chr4:936243:936344:-	FBgn0023213	116.1412	0.01	16	64	CI	5.83	9.58	0	101	256	256	50	27	6	80	122	169	1.03828125	0.0147280245369154	0.0114942528735632
chrX:550389:550522:+@chrX:551132:551932:+	FBgn0025637	456.1706	0.075	1	610	CI	8.54	6.41	0	133	800	800	41	43	67	88	88	131	3.97578125	0.0219895623618248	0.00595238095238095
chr3R:1619363:1619790:-@chr3R:1619844:1620039:-	FBgn0037378	74.5531	0.06	1	54	CI	4.88	5.99	0	195	427	760	29	23	28	25	35	106	3.04140625	0.0322118679671643	0.032258064516129
chr3R:19618649:19619951:+@chr3R:19620014:19620302:+	FBgn0015513	51.97658	0.015	5	63	CI	11.37	5.93	0	1302	288	7342	118	51	22	207	300	346	1.661328125	0.0476000066563079	0.00421940928270042
chr3R:17646369:17646745:-@chr3R:17648205:17648396:-	FBgn0013759	30.33268	0.02	1	1460	CI	6.9	7.43	0	191	376	37623	34	18	24	119	212	232	3.1546875	0.204204928387583	0.00719424460431655
chr2R:8819307:8820867:-@chr2R:8820946:8821103:-	FBgn0033783	38.48959	0.005	2	79	CI	8.83	7.45	0	157	1560	2450	48	33	14	78	88	97	2.0328125	0.0399121995097346	0.0113636363636364
chr2L:10424544:10424670:+@chr2L:10424734:10424930:+	FBgn0032246	174.504	0.05	4	64	RI	4.28	2.63	1	126	196	748	99	92	55	103	194	308	2.2875	0.0235793594588852	0.00719424460431655
chrX:2489759:2491048:+@chrX:2491360:2492660:+	FBgn0001404	28.63626	0.02	NA	312	CI	NA	NA	0	1289	1300	1784	24	6	7	25	55	119	1.200390625	0.0348598860634757	NA
chrX:12491379:12494474:+@chrX:12495616:12495930:+	FBgn0052654	15.58018	0.01	2	1142	SEflanking	8.54	NA	0	3095	314	8327	32	9	7	23	44	58	2.61640625	0.215922088637418	0.5
chr2R:15116929:15117158:+@chr2R:15122626:15122669:+	FBgn0010434	73.27937	0.11	2	5468	CI	9.25	8.52	2	229	43	8630	23	12	6	56	121	145	1.28359375	0.0810528206361316	0.0153846153846154
chr2R:3993030:3993444:-@chr2R:3993522:3993823:-	FBgn0033260	41.1118	0.04	1	78	CI	9.15	5.34	0	301	414	3679	62	60	38	9	43	46	8.2984375	0.388256744559809	0.0588235294117647
chrX:7810244:7810927:+@chrX:7810988:7811473:+	FBgn0029976	9.2543	0.01	10	61	CI	7.77	NA	0	683	485	1489	5	2	2	8	19	23	1.155078125	0.196075147377123	0.111111111111111
chr2R:16521381:16521873:-@chr2R:16521936:16522193:-	FBgn0250850	27.9851	0.005	8	63	CI	9.11	7.06	0	257	492	492	13	17	11	14	42	59	2.18359375	0.0506990520641988	0.0416666666666667
chrX:15744348:15744461:-@chrX:15744579:15744743:-	FBgn0026076	34.53485	0.005	NA	118	CI	NA	NA	0	164	113	697	3	1	4	10	27	45	0.7640625	0.208085658177053	NA
chr2L:6330771:6330886:+@chr2L:6331044:6331750:+	FBgn0265778	20.65678	0.02	7	158	CI	8.3	7.04	0	115	706	1745	10	10	4	10	41	48	1.579296875	0.108817940605358	0.05
chrX:6539076:6539371:+@chrX:6542050:6542157:+	FBgn0029881	28.46232	0.055	6	2679	CI	10.13	NA	0	295	107	4998	29	33	13	66	133	164	1.601953125	0.0323555525634168	0.0120481927710843
chr3R:7804867:7805243:-@chr3R:7805301:7805742:-	FBgn0037973	15.8413	0.015	2	58	CI	7.77	5.14	0	441	376	947	1	2	2	3	3	11	2.33515625	0.0999439536572954	0.2
chr2R:8376267:8376585:-@chr2R:8376651:8377386:-	FBgn0045063	28.46023	0.01	4	66	CI	10.67	9.63	0	735	318	1629	39	4	1	38	67	65	0.9111328125	0.0411741727300015	0.0208333333333333
chr2L:252589:253145:-@chr2L:253220:253385:-	FBgn0031238	22.77012	0.05	4	75	CI	9.11	4.59	0	165	556	556	11	9	7	3	21	39	2.46953125	0.0737436364368516	0.166666666666667
chr2R:12053520:12053663:+@chr2R:12053728:12054551:+	FBgn0034083	31.3991	0.015	5	65	CI	8.56	7.36	0	143	823	3296	82	50	23	133	253	339	1.416796875	0.021451007864195	0.00684931506849315
chr4:926654:927623:-@chr4:927700:928176:-	FBgn0025726	26.86781	0.095	4	77	CI	9.11	10.49	0	476	969	39173	251	177	91	56	88	147	20.875	0.717412402705415	0.0140845070422535
chrX:19147835:19148564:-@chrX:19148636:19149554:-	FBgn0031006	9.535214	0.045	10	72	RI	8.83	NA	0	918	729	2420	17	10	9	15	29	37	2.674609375	0.087241225497604	0.04
chr3R:14015012:14016767:+@chr3R:14016831:14016987:+	FBgn0038578	23.856	0.015	2	64	CI	10.03	8.59	0	1755	156	156	16	11	9	15	40	81	1.595703125	0.0258301632484551	0.03125
chr3R:15679630:15681040:-@chr3R:15681103:15681267:-	FBgn0261984	31.5057	0	6	63	CI	3.34	7.07	0	164	1410	1410	11	6	1	40	73	67	0.55859375	0.0184662434296474	0.0204081632653061
chr2R:2521152:2521453:-@chr2R:2521516:2523283:-	FBgn0026761	93.08209	0.02	2	63	CI	8.4	8.59	0	1767	301	301	10	10	11	34	56	99	1.1283203125	0.0270139323421893	0.0217391304347826
chr2R:9702149:9702291:+@chr2R:9702473:9702529:+	FBgn0261041	28.4775	0.05	15	182	SEflanking	7.4	3.26	0	142	56	4603	16	20	5	21	35	58	2.3578125	0.110776311216995	0.5
chr2R:11258401:11258544:-@chr2R:11258602:11258761:-	FBgn0011660	19.8406	0.03	2	58	CI	8.82	3.4	0	159	143	2965	26	29	21	15	44	85	3.41015625	0.068630587978953	0.0588235294117647
chr3R:1182734:1183005:-@chr3R:1183077:1183578:-	FBgn0250746	219.2128	0	2	72	CI	9.68	10.62	0	501	271	271	10	19	6	55	78	177	0.805859375	0.00773223333537613	0.0153846153846154
chr3R:18193258:18193390:+@chr3R:18196500:18197889:+	FBgn0003178	244.78804	0.01	1	3110	CI	8.55	6.34	1	132	1389	1968	69	62	49	309	429	594	0.97880859375	0.00775502403694437	0.00459770114942529
chr3R:21677642:21678042:+@chr3R:21678150:21678296:+	FBgn0039379	18.8356	0.03	2	108	CI	6.95	11.5	0	400	146	1561	7	15	7	23	46	58	1.5486328125	0.0365941538641398	0.0357142857142857
chrX:1762903:1763275:+@chrX:1763331:1763911:+	FBgn0023513	13.5533	0.095	1	56	CI	10.1	6.79	0	372	580	3110	42	47	22	10	46	63	4.665625	0.103654208204357	0.1
chr3L:21718655:21719050:-@chr3L:21719263:21719827:-	FBgn0037120	29.4147	0.03	NA	213	CI	NA	NA	0	564	395	1624	16	12	7	15	30	35	2.426171875	0.105473058039588	NA
chrX:5562431:5563259:+@chrX:5563335:5563978:+	FBgn0028474	47.5838	0.005	4	76	CI	8.83	NA	0	828	643	1350	10	7	1	44	66	109	0.5376953125	0.0188408353824342	0.0188679245283019
