study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_aspera	sample_title
PRJNA275011	SAMN03338529	SRS841734	SRX870908	SRR1795605	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795605/SRR1795605_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795605/SRR1795605_2.fastq.gz	ClutchA_polyA_47_hpf
PRJNA275011	SAMN03338555	SRS841746	SRX870909	SRR1795606	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795606/SRR1795606_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795606/SRR1795606_2.fastq.gz	ClutchA_polyA_48_hpf
PRJNA275011	SAMN03338617	SRS841747	SRX870910	SRR1795607	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795607/SRR1795607_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795607/SRR1795607_2.fastq.gz	ClutchA_polyA_49_hpf
PRJNA275011	SAMN03338621	SRS841731	SRX870911	SRR1795608	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795608/SRR1795608_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795608/SRR1795608_2.fastq.gz	ClutchA_polyA_50_hpf
PRJNA275011	SAMN03338693	SRS841732	SRX870912	SRR1795609	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795609/SRR1795609_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795609/SRR1795609_2.fastq.gz	ClutchA_polyA_51_hpf
PRJNA275011	SAMN03338600	SRS841730	SRX870913	SRR1795610	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795610/SRR1795610_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795610/SRR1795610_2.fastq.gz	ClutchA_polyA_52_hpf
PRJNA275011	SAMN03338609	SRS841727	SRX870914	SRR1795611	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795611/SRR1795611_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795611/SRR1795611_2.fastq.gz	ClutchA_polyA_53_hpf
PRJNA275011	SAMN03338519	SRS841725	SRX870915	SRR1795612	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795612/SRR1795612_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795612/SRR1795612_2.fastq.gz	ClutchA_polyA_54_hpf
PRJNA275011	SAMN03338678	SRS841726	SRX870916	SRR1795613	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795613/SRR1795613_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795613/SRR1795613_2.fastq.gz	ClutchA_polyA_55_hpf
PRJNA275011	SAMN03338595	SRS841729	SRX870917	SRR1795614	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795614/SRR1795614_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795614/SRR1795614_2.fastq.gz	ClutchA_polyA_56_hpf
PRJNA275011	SAMN03338544	SRS841728	SRX870918	SRR1795615	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795615/SRR1795615_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795615/SRR1795615_2.fastq.gz	ClutchA_polyA_57_hpf
PRJNA275011	SAMN03338668	SRS841733	SRX870919	SRR1795616	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795616/SRR1795616_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795616/SRR1795616_2.fastq.gz	ClutchA_polyA_58_hpf
PRJNA275011	SAMN03338699	SRS841721	SRX870920	SRR1795617	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795617/SRR1795617_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795617/SRR1795617_2.fastq.gz	ClutchA_polyA_59_hpf
PRJNA275011	SAMN03338673	SRS841722	SRX870921	SRR1795618	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795618/SRR1795618_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795618/SRR1795618_2.fastq.gz	ClutchA_polyA_60_hpf
PRJNA275011	SAMN03338610	SRS841720	SRX870922	SRR1795619	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795619/SRR1795619_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795619/SRR1795619_2.fastq.gz	ClutchA_polyA_61_hpf
PRJNA275011	SAMN03338700	SRS841724	SRX870923	SRR1795620	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795620/SRR1795620_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795620/SRR1795620_2.fastq.gz	ClutchA_polyA_62_hpf
PRJNA275011	SAMN03338593	SRS841716	SRX870924	SRR1795621	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795621/SRR1795621_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795621/SRR1795621_2.fastq.gz	ClutchA_polyA_63_hpf
PRJNA275011	SAMN03338638	SRS841715	SRX870925	SRR1795622	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795622/SRR1795622_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795622/SRR1795622_2.fastq.gz	ClutchA_polyA_64_hpf
PRJNA275011	SAMN03338552	SRS841712	SRX870926	SRR1795623	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795623/SRR1795623_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795623/SRR1795623_2.fastq.gz	ClutchA_polyA_65_hpf
PRJNA275011	SAMN03338586	SRS841711	SRX870927	SRR1795624	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795624/SRR1795624_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795624/SRR1795624_2.fastq.gz	ClutchA_polyA_66_hpf
PRJNA275011	SAMN03338538	SRS841713	SRX870928	SRR1795625	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795625/SRR1795625_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795625/SRR1795625_2.fastq.gz	ClutchA_polyA_11.5_hpf_repeat
PRJNA275011	SAMN03338690	SRS841709	SRX870929	SRR1795626	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795626/SRR1795626_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795626/SRR1795626_2.fastq.gz	ClutchA_polyA_21.5_hpf_repeat
PRJNA275011	SAMN03338647	SRS841710	SRX870930	SRR1795627	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795627/SRR1795627_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795627/SRR1795627_2.fastq.gz	ClutchA_polyA_30_hpf_repeat
PRJNA275011	SAMN03338603	SRS841708	SRX870931	SRR1795628	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795628/SRR1795628_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795628/SRR1795628_2.fastq.gz	ClutchA_polyA_33_hpf_repeat
PRJNA275011	SAMN03338685	SRS841707	SRX870932	SRR1795629	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795629/SRR1795629_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795629/SRR1795629_2.fastq.gz	ClutchA_polyA_52_hpf_repeat
PRJNA275011	SAMN03338633	SRS841705	SRX870933	SRR1795630	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795630/SRR1795630_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795630/SRR1795630_2.fastq.gz	ClutchA_polyA_64_hpf_repeat
PRJNA275011	SAMN03338535	SRS841703	SRX870934	SRR1795631	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795631/SRR1795631_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795631/SRR1795631_2.fastq.gz	ClutchA_ribozero_0_hpf
PRJNA275011	SAMN03338597	SRS841723	SRX870935	SRR1795632	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795632/SRR1795632_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795632/SRR1795632_2.fastq.gz	ClutchA_ribozero_5_hpf
PRJNA275011	SAMN03338661	SRS841702	SRX870936	SRR1795633	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795633/SRR1795633_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795633/SRR1795633_2.fastq.gz	ClutchA_ribozero_0.5_hpf
PRJNA275011	SAMN03338572	SRS841706	SRX870937	SRR1795634	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795634/SRR1795634_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795634/SRR1795634_2.fastq.gz	ClutchA_ribozero_5.5_hpf
PRJNA275011	SAMN03338636	SRS841701	SRX870938	SRR1795635	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795635/SRR1795635_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795635/SRR1795635_2.fastq.gz	ClutchA_ribozero_6_hpf
PRJNA275011	SAMN03338520	SRS841704	SRX870939	SRR1795636	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795636/SRR1795636_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795636/SRR1795636_2.fastq.gz	ClutchA_ribozero_6.5_hpf
PRJNA275011	SAMN03338537	SRS841700	SRX870940	SRR1795637	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795637/SRR1795637_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795637/SRR1795637_2.fastq.gz	ClutchA_ribozero_7_hpf
PRJNA275011	SAMN03338614	SRS841699	SRX870941	SRR1795638	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795638/SRR1795638_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795638/SRR1795638_2.fastq.gz	ClutchA_ribozero_7.5_hpf
PRJNA275011	SAMN03338658	SRS841698	SRX870942	SRR1795639	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795639/SRR1795639_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795639/SRR1795639_2.fastq.gz	ClutchA_ribozero_8_hpf
PRJNA275011	SAMN03338659	SRS841696	SRX870943	SRR1795640	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795640/SRR1795640_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795640/SRR1795640_2.fastq.gz	ClutchA_ribozero_8.5_hpf
PRJNA275011	SAMN03338657	SRS841719	SRX870944	SRR1795641	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795641/SRR1795641_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795641/SRR1795641_2.fastq.gz	ClutchA_ribozero_9_hpf
PRJNA275011	SAMN03338578	SRS841718	SRX870945	SRR1795642	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795642/SRR1795642_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795642/SRR1795642_2.fastq.gz	ClutchA_ribozero_9.5_hpf
PRJNA275011	SAMN03338592	SRS841694	SRX870946	SRR1795643	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795643/SRR1795643_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795643/SRR1795643_2.fastq.gz	ClutchA_ribozero_10_hpf
PRJNA275011	SAMN03338635	SRS841717	SRX870947	SRR1795644	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795644/SRR1795644_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795644/SRR1795644_2.fastq.gz	ClutchA_ribozero_1_hpf
PRJNA275011	SAMN03338523	SRS841693	SRX870948	SRR1795645	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795645/SRR1795645_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795645/SRR1795645_2.fastq.gz	ClutchA_ribozero_10.5_hpf
PRJNA275011	SAMN03338563	SRS841692	SRX870949	SRR1795646	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795646/SRR1795646_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795646/SRR1795646_2.fastq.gz	ClutchA_ribozero_11_hpf
PRJNA275011	SAMN03338612	SRS841714	SRX870950	SRR1795647	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795647/SRR1795647_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795647/SRR1795647_2.fastq.gz	ClutchA_ribozero_11.5_hpf
PRJNA275011	SAMN03338625	SRS841697	SRX870951	SRR1795648	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795648/SRR1795648_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795648/SRR1795648_2.fastq.gz	ClutchA_ribozero_12_hpf
PRJNA275011	SAMN03338588	SRS841690	SRX870952	SRR1795649	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795649/SRR1795649_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795649/SRR1795649_2.fastq.gz	ClutchA_ribozero_12.5_hpf
PRJNA275011	SAMN03338585	SRS841689	SRX870953	SRR1795650	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795650/SRR1795650_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795650/SRR1795650_2.fastq.gz	ClutchA_ribozero_13_hpf
PRJNA275011	SAMN03338616	SRS841695	SRX870954	SRR1795651	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795651/SRR1795651_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795651/SRR1795651_2.fastq.gz	ClutchA_ribozero_13.5_hpf
PRJNA275011	SAMN03338559	SRS841688	SRX870955	SRR1795652	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795652/SRR1795652_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795652/SRR1795652_2.fastq.gz	ClutchA_ribozero_14_hpf
PRJNA275011	SAMN03338698	SRS841687	SRX870956	SRR1795653	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795653/SRR1795653_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795653/SRR1795653_2.fastq.gz	ClutchA_ribozero_14.5_hpf
PRJNA275011	SAMN03338511	SRS841686	SRX870957	SRR1795654	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795654/SRR1795654_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795654/SRR1795654_2.fastq.gz	ClutchA_ribozero_15_hpf
PRJNA275011	SAMN03338512	SRS841685	SRX870958	SRR1795655	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795655/SRR1795655_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795655/SRR1795655_2.fastq.gz	ClutchA_ribozero_1.5_hpf
PRJNA275011	SAMN03338513	SRS841683	SRX870959	SRR1795656	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795656/SRR1795656_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795656/SRR1795656_2.fastq.gz	ClutchA_ribozero_15.5_hpf
PRJNA275011	SAMN03338515	SRS841691	SRX870960	SRR1795657	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795657/SRR1795657_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795657/SRR1795657_2.fastq.gz	ClutchA_ribozero_16_hpf
PRJNA275011	SAMN03338510	SRS841682	SRX870961	SRR1795658	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795658/SRR1795658_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795658/SRR1795658_2.fastq.gz	ClutchA_ribozero_16.5_hpf
PRJNA275011	SAMN03338516	SRS841681	SRX870962	SRR1795659	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795659/SRR1795659_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795659/SRR1795659_2.fastq.gz	ClutchA_ribozero_17_hpf
PRJNA275011	SAMN03338514	SRS841678	SRX870963	SRR1795660	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795660/SRR1795660_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795660/SRR1795660_2.fastq.gz	ClutchA_ribozero_17.5_hpf
PRJNA275011	SAMN03338517	SRS841677	SRX870964	SRR1795661	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795661/SRR1795661_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795661/SRR1795661_2.fastq.gz	ClutchA_ribozero_18_hpf
PRJNA275011	SAMN03338631	SRS841679	SRX870965	SRR1795662	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795662/SRR1795662_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795662/SRR1795662_2.fastq.gz	ClutchA_ribozero_18.5_hpf
PRJNA275011	SAMN03338630	SRS841674	SRX870966	SRR1795663	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795663/SRR1795663_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795663/SRR1795663_2.fastq.gz	ClutchA_ribozero_19_hpf
PRJNA275011	SAMN03338667	SRS841673	SRX870967	SRR1795664	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795664/SRR1795664_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795664/SRR1795664_2.fastq.gz	ClutchA_ribozero_19.5_hpf
PRJNA275011	SAMN03338641	SRS841671	SRX870968	SRR1795665	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795665/SRR1795665_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/005/SRR1795665/SRR1795665_2.fastq.gz	ClutchA_ribozero_20_hpf
PRJNA275011	SAMN03338568	SRS841670	SRX870969	SRR1795666	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795666/SRR1795666_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/006/SRR1795666/SRR1795666_2.fastq.gz	ClutchA_ribozero_2_hpf
PRJNA275011	SAMN03338541	SRS841672	SRX870970	SRR1795667	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795667/SRR1795667_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/007/SRR1795667/SRR1795667_2.fastq.gz	ClutchA_ribozero_20.5_hpf
PRJNA275011	SAMN03338573	SRS841669	SRX870971	SRR1795668	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795668/SRR1795668_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/008/SRR1795668/SRR1795668_2.fastq.gz	ClutchA_ribozero_21_hpf
PRJNA275011	SAMN03338532	SRS841668	SRX870972	SRR1795669	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795669/SRR1795669_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/009/SRR1795669/SRR1795669_2.fastq.gz	ClutchA_ribozero_21.5_hpf
PRJNA275011	SAMN03338642	SRS841684	SRX870973	SRR1795670	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795670/SRR1795670_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/000/SRR1795670/SRR1795670_2.fastq.gz	ClutchA_ribozero_22_hpf
PRJNA275011	SAMN03338539	SRS841666	SRX870974	SRR1795671	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795671/SRR1795671_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/001/SRR1795671/SRR1795671_2.fastq.gz	ClutchA_ribozero_22.5_hpf
PRJNA275011	SAMN03338542	SRS841665	SRX870975	SRR1795672	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795672/SRR1795672_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/002/SRR1795672/SRR1795672_2.fastq.gz	ClutchA_ribozero_23_hpf
PRJNA275011	SAMN03338536	SRS841664	SRX870976	SRR1795673	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795673/SRR1795673_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/003/SRR1795673/SRR1795673_2.fastq.gz	ClutchA_ribozero_23.5_hpf
PRJNA275011	SAMN03338545	SRS841663	SRX870977	SRR1795674	8364	Xenopus tropicalis	Illumina HiSeq 2000	PAIRED	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795674/SRR1795674_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR179/004/SRR1795674/SRR1795674_2.fastq.gz	ClutchA_ribozero_2.5_hpf
